totalItems,note_0,Adresas,Įmonės kodas,PVM kodas,Telefonas,El. paštas,note_1,link,note_6
1416,"Ritminda, MB","Raseinių g. 23, 86186 , Kelmė",307499701,,+37065198601,ritminda84@gmail.com,Darbo laikas,https://rrr.lt/ritminda,
1409,UAB HUROTRANS,"Pramonės g. 9, 87101 , Telšiai",302963884,LT100007426212,+37060654999,ggdetales@gmail.com,Darbo laikas,https://rrr.lt/hurotrans,
1408,"Performance mode, MB","H. ir O. Minkovskių g. 73F, 46219 , Kaunas",307547270,LT100019511710,+37063281818,pardavimai.mode@gmail.com,Darbo laikas,https://rrr.lt/v8garazas,
1407,"Donata Butkevičienė, IV","Luknės g. 3, 46159, Rokai, Kauno r.",1279755,,+37065669355,butkevicius30@gmail.com,Darbo laikas,https://rrr.lt/butkeviciene,
1391,Tautvydo Baltušio IV,"S. Nėries g. 29B, 90167 , Plungė",1360527,,+37067188535,tautvydasbaltusis1996@gmail.com,Darbo laikas,https://rrr.lt/tautvydas,
1331,Stepas Jastrumskis IV,"Sukilėlių g. 16, 90125 , Plungė",1440860,,+37062231814,stepas.jastrumskis@gmail.com,Darbo laikas,https://rrr.lt/stepas,
1263,Donatas Dulinskas,"Ozo g. 20, 07149, Vilnius",1464555,,+37066675381,donatas.dulinskas@gmail.com,Darbo laikas,https://rrr.lt/dulinskas,
1224,Vaidas Baronas,"Bendrovių g. 5, 00147, Palanga",211249,,+37061138919,vaidasbaronas83@gmail.com,Darbo laikas,https://rrr.lt/baronas,
1207,MB OOM Group,"Sodo g. 1, , 55243, Čičinai",305595366,LT100013302013,+37062304798,oomgroupmoo@gmail.com,,https://rrr.lt/autoomas,Darbo laikas
1157,Mindaugas Degimas,"Minijos g. 37, 97200, Baubliai",1478777,,+37066258012,jamdalys@gmail.com,Darbo laikas,https://rrr.lt/jamdalys,
1156,Kęstutis Kurušinas,"Aukštrakių g. 47, 76116, Sutkūnai, Šiaulių r.",1378168,,+37064783055,kestutis.kurusinas@gmail.com,Darbo laikas,https://rrr.lt/kurusinas,
1149,UAB Nordtechnikab,"Darbėnų pl. 5E, 97196, Padvariai",301638642,LT100003991414,+37060657795,nordtechnikab@gmail.com,Darbo laikas,https://rrr.lt/nordtechnikab,
1111,"Šviesiu keliu, MB","Ukmergės g. 315A, 06306, Vilnius",305500674,LT100013039312,+37061577070,autoxenonai@gmail.com,Darbo laikas,https://rrr.lt/sviesiukeliu,
1079,MB OPELINIAI,"Pakalnės g. 5D, 54356 , Domeikava",303311365,LT100010922319,+37067626222,v.nikolaitis@gmail.com,Darbo laikas,https://rrr.lt/opeliniai,
1069,"D&R company, UAB","L. Litvinaičio g. 1, 72116, Taurai",302562628,LT100005775118,+37069954566,redoauto78@gmail.com,Darbo laikas,https://rrr.lt/dandrcompany,
1064,"Avas motor, MB","Pamiškės g. 29, 46164, Patamulšėlis, Kauno r.",306837484,LT100017239811,+37069064269,avasmotor@gmail.com,Darbo laikas,https://rrr.lt/avasmotor,
1046,Gytis Leonavičius,"Savanorių pr. 65A, Vilnius",1297055,,+37060404516,flexparts19@gmail.com,Darbo laikas,https://rrr.lt/projectflex,
1042,"Trečias brolis, UAB","P. Cvirkos g. 6, 42163 , Rokiškis",304854353,LT100012405318,+37062812097,treciobrolio@gmail.com,Darbo laikas,https://rrr.lt/treciasbrolis,
1040,Gediminas Rudis,"Ašigalio g. 88, 49140, Kaunas",645211,,+37062722286,rgedukas@gmail.com,,https://rrr.lt/rudis,Darbo laikas
1024,"Vanguard Motorparts, MB","Stadiono g. 10, 59294, Prienų r., Veiveriai",307188928,LT100019323610,+37067561701,tadas@vanguardmp.lt,Darbo laikas,https://rrr.lt/vanguardamp,
1019,"AP Motors, UAB","Šilutės pl. 51, 94105, Klaipėda",302645675,LT100006800314,+37060839907,info@apmotors.lt,,https://rrr.lt/apmotors,Darbo laikas
1007,Artūras Mazuras,"D. Tarabildienės g. 5, 47252 , Kaunas",608429,LT100019921713,+37065688362,orce777@gmail.com,Darbo laikas,https://rrr.lt/mazuras,
1002,Erik Vrublevski,"Aušros g. 14, Rudamina",1004348,,+37060632257,erikwr@mail.ru,Darbo laikas,https://rrr.lt/dvr,
999,"Autopart ir Co, MB","Pramonės g. 8, 53285, Stanaičiai",306472110,LT100016389516,+37069023888,anzelika.partikiene@gmail.com,Darbo laikas,https://rrr.lt/autopartirco,
991,"Tadas Šereiva, IV","Algirdo g. 17, 82494, Alksniupiai",1323104,,+37064820354,tadas.sereiva@gmail.com,Darbo laikas,https://rrr.lt/garazas,
985,Mantas Briedis,"Giedrių k. 7, 80145 , Giedriai",579493,LT100019151815,+37067938998,mantasbriedis1983@gmail.com,Darbo laikas,https://rrr.lt/dalysmb,
980,UAB Nemukas,"Ąžuolų g. 8, 86148, Naudvaris",307127380,,+37060368858,nematullopulatov84@gmail.com,Darbo laikas,https://rrr.lt/nemukas,
968,"Antras kvėpavimas, UAB","Eišiškių pl. 76A, 02186, Vilnius",125821828,LT100010739815,+37065038686,info@antraskvepavimas.lt,Darbo laikas,https://rrr.lt/antraskvepavimas,
924,"Matula, UAB","Vilniaus g. 22, Prienai",270753750,LT707537515,+37068231209,v.vilkas@matula.lt,,https://rrr.lt/matula,Darbo laikas
918,"Autoštabas, UAB","Telšių g. 5, 68267, Marijampolė",304451441,LT100010688211,+37061119600,autostabas@gmail.com,Darbo laikas,https://rrr.lt/autostabas,
909,"Revisas, UAB","Pelesos g. 19, 45442, Kaunas",135466471,LT100018036517,+37067672650,autorevisas@gmail.com,Darbo laikas,https://rrr.lt/revisas,
897,"Autofortūna, MB","Kanalo g. 1, 54310 , Giraitė",305399969,LT100012855017,+37061129030,info@autofortuna.lt,Darbo laikas,https://rrr.lt/autofortuna,
894,"Kupstis, UAB","Mažeikių g. 16B, Telšiai",301792583,LT100004203416,+37069958551,amygaaa1@gmail.com,Darbo laikas,https://rrr.lt/kupstis,
892,"Ecu4You, MB","Sėlių g. 24-2, 28202, Utena",305855629,LT100014351013,+37069590999,ecu4you.eu@gmail.com,,https://rrr.lt/ecu4you,Darbo laikas
853,Justas Kantaravičius,"J. Basanavičiaus g. 46K, 41164 , Biržai",1128823,,+37062417897,justis711@gmail.com,Darbo laikas,https://rrr.lt/kanta,
771,MB Adema Motors,"Vilniaus g. 28, 59115 , Prienai",307144675,LT100018151910,+37068038882,ademamotorss@gmail.com,Darbo laikas,https://rrr.lt/adema,
771,"E2Bdtransport, UAB","Gamyklos g. 7, 13210, Marijampolis",305618466,LT100013409316,+37060152688,e2bdtransport@gmail.com,Darbo laikas,https://rrr.lt/e2bdtransport,
732,"LKAD Group, MB","Topolių g. 7, Giraitė, 54300 Kauno r. sav.",306992239,,+37066040427,infolkadgroup@gmail.com,Darbo laikas,https://rrr.lt/lkadgroup,
721,Donatas Domarkas,"Šaltinio g. 7, 60109 , Slabada",1449395,,+37067693968,donke2@yahoo.com,,https://rrr.lt/domarkas,Darbo laikas
710,Vytautas Povilonis,"Žygaičių g. 9, 47419, Kaunas",1453398,,+37063993826,povilonisvytautas@gmail.com,,https://rrr.lt/vpovilonis,Darbo laikas
704,"LED žibintai, MB","Panerių g. 5, 48337, Kaunas",305815218,LT100014942910,+37063610721,info@partplius.lt,Darbo laikas,https://rrr.lt/ledzibintai,
694,Nojus Ivanauskas,"Bagdoniškės g. 31, 60116 , Raseiniai",1493250,,+37066279787,nojusivanauskas27@gmail.com,Darbo laikas,https://rrr.lt/nojus,
687,MB Aa transport,"Tuopų g 3G, 19105, Družai",306122195,LT100015192417,+37062264797,mb.aatransport@gmail.com,Darbo laikas,https://rrr.lt/aatransport,
681,"Eukalis, MB","Taikos pr. 110B, 51158, Kaunas",305448206,LT100017682412,+37062550111,eukalis20@gmail.com,Darbo laikas,https://rrr.lt/eukalis,
655,"Andrius Račkauskas, IV","Pušaloto g. 189, 35291, Panevėžys",886024,,+37064466456,andriausdalys@yahoo.com,,https://rrr.lt/andriausdalys,Darbo laikas
615,"Auvika, UAB","Švenčionių g. 53, Kaunas",303174849,LT100010267213,+37062086222,dalys@auvika.com,Darbo laikas,https://rrr.lt/auvika,
575,"Gremi-Auto, MB","Biržų r.sav., Širvėnos sen.,Kilučių k.,Paupio g.10 LT-41103, Kilučių k.",307554464,,+37060412254,gremiauto@gmail.com,,https://rrr.lt/gremi,Darbo laikas
472,Aurimas Jakovlevas,"Ateities g. 19, 37341 , Panevėžys",1459148,,+37065455178,jakovlevas.aurimas@gmail.com,,https://rrr.lt/ajvdalys,Darbo laikas
459,UAB Kretus,"Gaurės g. 4, 72334, Tauragė",179863720,LT100002384710,+37068799422,uabkretus@gmail.com,Darbo laikas,https://rrr.lt/kretus,
417,"Tomrena, MB","Žemynos g. 9A, 77111, Šiauliai",305994194,,+37067936390,tomrenamb@gmail.com,Darbo laikas,https://rrr.lt/tomrena,
196,"Loreta Čižauskienė, IV","Sakų g. 3, 62201, Alytus",1182376,,+37062158644,bmwpartsloo@gmail.com,Darbo laikas,https://rrr.lt/bmwpartsloo,
2065,"Liton, MB","Kretingos g. 24C, 92211, Klaipėda",307598336,LT100020078816,+37061601163,info@liton.lt,,https://rrr.lt/en/amberplius,Darbo laikas
566,Egidijus Litvinas,"Vytauto g. 149, 97133 , Kretinga",1418013,,+37062028879,egidijus.litvinas@gmail.com,,https://rrr.lt/egidijusparts,Darbo laikas
